#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
JOB_PROSELYTIZE_DIFFERENT_RELIGION_GROUP;Spread Philosophy: §RProvince cannot be converted. Current Belief: §!§Y[Root.Religion.GetName]§!;Faire du prosélytisme: §GLa province peut être convertie. Religion actuelle: §!§Y[Root.Religion.GetName]§!;Bekehren: §GProvinzen können konvertiert werden. Momentane Religion: §!§Y[Root.Religion.GetName]§!;;Proselitismo: §Gse puede convertir la provincia. Religión actual: §!§Y[Root.Religion.GetName]§!;;;;;;;;;x
ATLABI_EVTDESC_4;After the commotion of the past few, the reality has finally begun to set in. You have a son, [From.GetFirstName]. You wonder, and secretly hope, if [From.GetFirstName] will be one of the first Airbender's born in over a century, but only time will tell.;;;;;;;;;;;;;x
EVTOPTATLABI_4;You are special to us no matter what.;;;;;;;;;;;;;x
ZEATLA_DESC.4;Joyous news has reached you today. While the Sages may have assured you that the royal bloodline was well assured, the news that Prince Iroh, has finally created fire has put all unsaid anxieties as ease. As long as those within the line of succession continue to bend fire, Agni continues to shine his blessings upon our nation.;;;;;;;;;;;;;x
ZEATLA_OPT_A.4;Fantastic news.;;;;;;;;;;;;;x
ZEATLA_DESC.5;As you are well aware, being born to one day ascend to the position of Firelord is a far more challenging destiny than it seems. Your son and heir, Iroh, has however continued to succeed beyond such lofty expectations. Numerous tutors and instructors report that the prince shows great promise, a diligent student as well as a natural Firebender. It is clear he is meant for greatness.;;;;;;;;;;;;;x
ZEATLA_OPT_A.5;We are blessed to have such a son.;;;;;;;;;;;;;x
ZEATLA_OPT_B.5;There are a great many more things a future Firelord requires.;;;;;;;;;;;;;x
ZEATLA_DESC.6;Today, the young Prince Iroh gave a demonstration of his Firebending abilities. While the young Prince is no master just yet, he shows clear promise to further develop his abilities.;;;;;;;;;;;;;x
ZEATLA_OPT_A.6;I am pleased with the Prince's progress.;;;;;;;;;;;;;x
ZEATLA_DESC.7;Prince Iroh has once again demonstrated his Firebending abilities before the royal court, impressing many with his skill and strength. Before, the young Prince showed promised, but it is now clear that if he continues to hone his skills, he may become one of the greatest Firebenders seen in the royal family since Firelord Sozin.;;;;;;;;;;;;;x
ZEATLA_OPT_A.7;Most excellent!;;;;;;;;;;;;;x
ZEATLA_DESC.8;While conflict rages elsewhere around the world, the young Prince Iroh has dutifully continued his studies. As the Fire Nation continues to battle it's enemies abroad, it was always certain that one day Prince Iroh would need lead an army into battle. So far, it seems he has learned well from the many tacticians and strategists in the royal court, as well as showing a keen interest in the tactics of our enemies.;;;;;;;;;;;;;x
ZEATLA_OPT_A.8;To destroy the Earthbenders, one must destroy their walls.;;;;;;;;;;;;;x
ZEATLA_OPT_B.8;To destroy the Earthbenders, one must attack relentlessly.;;;;;;;;;;;;;x
ZEATLA_DESC.9;A celebration was held today in the royal palace to commemorate Prince Iroh, who has finally completed his studies. He has learned well, emerging as a promising strategist who well no doubt serve you well. Before he joins the army abroad however, Prince Iroh asks you one favour, and that is to journey to Aztlan, ancient home of the Sun Warriors, so that he may prove his mettle as a Firebender by slaying the Dragons that are rumoured to still inhabit the ruins there.;;;;;;;;;;;;;x
ZEATLA_OPT_A.9;Go my Prince, if there are still Dragons there, you will surely slay them!;;;;;;;;;;;;;x
ZEATLA_DESC.10;After a lengthy journey to Aztlan, Prince Iroh has made a late return without his escort, but never the less victorious. He reports a successful hunt, slaying the last Dragons of Aztlan, dearly guarded by the Sun Warriors there. None dare question the feat, especially after Prince Iroh demonstrates even more magnificent Firebending than when he first left. It is a great day of pride the Prince proves himself worthy of the title of Dragon, perhaps the last Firebender to ever do so.;;;;;;;;;;;;;x
ZEATLA_OPT_A.10;To Prince Iroh, Dragon of the West!;;;;;;;;;;;;;x
ZEATLA_DESC.11;You have been told today that it has indeed been proved that Ozai is indeed a Firebender, as is expected of a Prince of the Fire Nation. It is trivial news, but news none the less.;;;;;;;;;;;;;x
ZEATLA_OPT_A.11;All is as should be.;;;;;;;;;;;;;x
brotherhood_of_agni_kai_rank_1_female;Novice;Donatus;Donatus;;Donatus;;;;;;;;;x
brotherhood_of_agni_kai_rank_2_female;Duelist;Oblatus;Oblatus;;Oblatus;;;;;;;;;x
brotherhood_of_agni_kai_rank_3_female;Master;Commissus;Commissus;;Commissus;;;;;;;;;x
brotherhood_of_agni_kai_rank_4_female;Grandmaster;Conversus;Conversus;;Conversus;;;;;;;;;x
brotherhood_of_agni_kai_rank_1_male;Novice;Donatus;Donatus;;Donatus;;;;;;;;;x
brotherhood_of_agni_kai_rank_2_male;Duelist;Oblatus;Oblatus;;Oblatus;;;;;;;;;x
brotherhood_of_agni_kai_rank_3_male;Master;Commissus;Commissus;;Commissus;;;;;;;;;x
brotherhood_of_agni_kai_rank_4_male;Grandmaster;Conversus;Conversus;;Conversus;;;;;;;;;x
brotherhood_of_agni_kai;The Art of Agni Kai;L'Ordre des Bénédictins;Benediktinerorden;;La orden de san Benito;;;;;;;;;x
brotherhood_of_agni_kai_desc;Those said to follow the Art of Agni Kai, value honour above all else. Ritualistic duellers, they hold the tradition of the Agni Kai to be the greatest form of combat, and the purest show of one's strength.;L'Ordre des Bénédictins;Benediktinerorden;;La orden de san Benito;;;;;;;;;x
brotherhood_of_agni_kai_leader_desc;Grandmaster of the Order;L'Ordre des Bénédictins;Benediktinerorden;;La orden de san Benito;;;;;;;;;x
currency_name_brotherhood_of_agni_kai;Honor;Dévotion;Hingabe;;Devoción;;;;;;;;;x
the_enlightened_rank_1_female;Novice;Donatus;Donatus;;Donatus;;;;;;;;;x
the_enlightened_rank_2_female;Shaman;Oblatus;Oblatus;;Oblatus;;;;;;;;;x
the_enlightened_rank_3_female;Guide;Commissus;Commissus;;Commissus;;;;;;;;;x
the_enlightened_rank_4_female;Herald;Conversus;Conversus;;Conversus;;;;;;;;;x
the_enlightened_rank_1_male;Novice;Donatus;Donatus;;Donatus;;;;;;;;;x
the_enlightened_rank_2_male;Shaman;Oblatus;Oblatus;;Oblatus;;;;;;;;;x
the_enlightened_rank_3_male;Guide;Commissus;Commissus;;Commissus;;;;;;;;;x
the_enlightened_rank_4_male;Herald;Conversus;Conversus;;Conversus;;;;;;;;;x
the_enlightened;The Enlightened;L'Ordre des Bénédictins;Benediktinerorden;;La orden de san Benito;;;;;;;;;x
the_enlightened_desc;In this Age of Raava, the Water Tribe's spiritual leaders have been reduced to nothing more than actors of tradition, a far cry from the great power and influence they once wielded when Spirits roamed the world. There is however, an enlightened sect of such individuals who look to preserve the tribe's knowledge of the Spirits, and to protect the people from further straying from the Spirit's into the hands of foreign degeneracy…;L'Ordre des Bénédictins;Benediktinerorden;;La orden de san Benito;;;;;;;;;x
the_enlightened_leader_desc;Highest and most trusted Guide of the Enlightened;L'Ordre des Bénédictins;Benediktinerorden;;La orden de san Benito;;;;;;;;;x
currency_name_the_enlightened;Wisdom;Dévotion;Hingabe;;Devoción;;;;;;;;;x
monastic_order_elder_council_rank_1_female;Nun;Donatus;Donatus;;Donatus;;;;;;;;;x
monastic_order_elder_council_rank_2_female;Respected Nun;Oblatus;Oblatus;;Oblatus;;;;;;;;;x
monastic_order_elder_council_rank_3_female;Elder;Commissus;Commissus;;Commissus;;;;;;;;;x
monastic_order_elder_council_rank_4_female;High Elder;Conversus;Conversus;;Conversus;;;;;;;;;x
monastic_order_elder_council_rank_1_male;Monk;Donatus;Donatus;;Donatus;;;;;;;;;x
monastic_order_elder_council_rank_2_male;Respected Monk;Oblatus;Oblatus;;Oblatus;;;;;;;;;x
monastic_order_elder_council_rank_3_male;Elder;Commissus;Commissus;;Commissus;;;;;;;;;x
monastic_order_elder_council_rank_4_male;High Elder;Conversus;Conversus;;Conversus;;;;;;;;;x
monastic_order_elder_council;The Elder Council;L'Ordre des Bénédictins;Benediktinerorden;;La orden de san Benito;;;;;;;;;x
monastic_order_elder_council_desc;The Elder Council is the leadership of the Air Nomads, made up of the most senior and respected of elders. In times of great trouble, the Air Nomads look to the Council itself for it's guidance and wisdom.;L'Ordre des Bénédictins;Benediktinerorden;;La orden de san Benito;;;;;;;;;x
monastic_order_elder_council_leader_desc;Most Respected Elder;L'Ordre des Bénédictins;Benediktinerorden;;La orden de san Benito;;;;;;;;;x
currency_name_monastic_order_elder_council;Wisdom;Dévotion;Hingabe;;Devoción;;;;;;;;;x
the_kemurikage_sisterhood_rank_1_female;Spy;Donatus;Donatus;;Donatus;;;;;;;;;x
the_kemurikage_sisterhood_rank_2_female;Agent;Oblatus;Oblatus;;Oblatus;;;;;;;;;x
the_kemurikage_sisterhood_rank_3_female;Assassin;Commissus;Commissus;;Commissus;;;;;;;;;x
the_kemurikage_sisterhood_rank_4_female;Grandmaster;Conversus;Conversus;;Conversus;;;;;;;;;x
the_kemurikage_sisterhood_rank_1_male;Spy;Donatus;Donatus;;Donatus;;;;;;;;;x
the_kemurikage_sisterhood_rank_2_male;Agent;Oblatus;Oblatus;;Oblatus;;;;;;;;;x
the_kemurikage_sisterhood_rank_3_male;Assassin;Commissus;Commissus;;Commissus;;;;;;;;;x
the_kemurikage_sisterhood_rank_4_male;Grandmaster;Conversus;Conversus;;Conversus;;;;;;;;;x
the_kemurikage_sisterhood;The Kemurikage Sisterhood;L'Ordre des Bénédictins;Benediktinerorden;;La orden de san Benito;;;;;;;;;x
the_kemurikage_sisterhood_desc;Born of vengeance, The Kemurikage Spirits brought such terror that an entire realm shattered before them. The tyrant's fear, The Kemurikage Sisterhood may be mortal, but follow a similar legacy. Their mastery of the shadow makes them peerless agents and assassins.;L'Ordre des Bénédictins;Benediktinerorden;;La orden de san Benito;;;;;;;;;x
the_kemurikage_sisterhood_leader_desc;Grandmaster of the Sisterhood;L'Ordre des Bénédictins;Benediktinerorden;;La orden de san Benito;;;;;;;;;x
currency_name_the_kemurikage_sisterhood;Favour;Dévotion;Hingabe;;Devoción;;;;;;;;;x
five_seven_fiver_society_rank_1_female;Novice;Donatus;Donatus;;Donatus;;;;;;;;;x
five_seven_fiver_society_rank_2_female;Poet;Oblatus;Oblatus;;Oblatus;;;;;;;;;x
five_seven_fiver_society_rank_3_female;Master;Commissus;Commissus;;Commissus;;;;;;;;;x
five_seven_fiver_society_rank_4_female;Grandmaster;Conversus;Conversus;;Conversus;;;;;;;;;x
five_seven_fiver_society_rank_1_male;Novice;Donatus;Donatus;;Donatus;;;;;;;;;x
five_seven_fiver_society_rank_2_male;Poet;Oblatus;Oblatus;;Oblatus;;;;;;;;;x
five_seven_fiver_society_rank_3_male;Master;Commissus;Commissus;;Commissus;;;;;;;;;x
five_seven_fiver_society_rank_4_male;Grandmaster;Conversus;Conversus;;Conversus;;;;;;;;;x
five_seven_fiver_society;Five-Seven-Fiver Society;L'Ordre des Bénédictins;Benediktinerorden;;La orden de san Benito;;;;;;;;;x
five_seven_fiver_society_desc;While Ba Sing Se is most renown for it's vastness and majesty, the Upper Ring of the city itself is known for it's rich culture and learning, and in the field of poetry, there are none that can match the Five-Seven-Fiver, a society that consists of the Earth Kingdom's female aristocracy. ;L'Ordre des Bénédictins;Benediktinerorden;;La orden de san Benito;;;;;;;;;x
five_seven_fiver_society_leader_desc;Most Grand and Masterful Poet;L'Ordre des Bénédictins;Benediktinerorden;;La orden de san Benito;;;;;;;;;x
currency_name_five_seven_fiver;Artistry;Dévotion;Hingabe;;Devoción;;;;;;;;;x
the_white_lotus_rank_1_female;Sentry;Donatus;Donatus;;Donatus;;;;;;;;;x
the_white_lotus_rank_2_female;Agent;Oblatus;Oblatus;;Oblatus;;;;;;;;;x
the_white_lotus_rank_3_female;Master;Commissus;Commissus;;Commissus;;;;;;;;;x
the_white_lotus_rank_4_female;Grandmaster;Conversus;Conversus;;Conversus;;;;;;;;;x
the_white_lotus_rank_1_male;Sentry;Donatus;Donatus;;Donatus;;;;;;;;;x
the_white_lotus_rank_2_male;Agent;Oblatus;Oblatus;;Oblatus;;;;;;;;;x
the_white_lotus_rank_3_male;Master;Commissus;Commissus;;Commissus;;;;;;;;;x
the_white_lotus_rank_4_male;Grandmaster;Conversus;Conversus;;Conversus;;;;;;;;;x
the_white_lotus;The White Lotus;L'Ordre des Bénédictins;Benediktinerorden;;La orden de san Benito;;;;;;;;;x
the_white_lotus_desc;A secret society, shrouded in mystery for untold eons, the White Lotus is dedicated to preserving the balance of the world. It is unknown to all how the society operates or who controls it or how one would even know one belongs to the order. Most dismiss the idea of the White Lotus as an outright myth.;L'Ordre des Bénédictins;Benediktinerorden;;La orden de san Benito;;;;;;;;;x
the_white_lotus_leader_desc;Grandmaster of the Order;L'Ordre des Bénédictins;Benediktinerorden;;La orden de san Benito;;;;;;;;;x
currency_name_the_white_lotus;Wisdom;Dévotion;Hingabe;;Devoción;;;;;;;;;x
great_war_law_tooltip;Cannot pass law during the Hundred Year War.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
faction_loyalists_title;[Root.PrimaryTitle.GetBaseName] Loyalists;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
faction_loyalists_desc;Commission as Officer;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
appoint_army_commander;Commission as Officer;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
appoint_army_commander_desc;We can pay a sum to have [Root.GetTitledFirstName] commissioned as an officer in the military. [Root.GetTitledFirstName] will be expected to risk [Root.GetHerHis] life in the great war that rages between nations, but hopefully [Root.GetTitledFirstName] will be able to bring our family honour and if the worthy prevail, riches and land.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
CREATE_DYNAMIC_ARMY_TOOLTIP;This decision will have [Root.GetTitledFirstName] leave court and join the army.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
DYNAMIC_ARMY_COMPANY;[Root.GetTitledFirstName] Battalion;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
fn_army_unit;Fire Nation Battalion;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
agni_kai_refused_dishonour;Dishonoured by Cowardice;;;;;;;;;;;;;x
duel_refused_dishonour;Refused Duel;;;;;;;;;;;;;x
opinion_agni_kai_cowadice;Refused Duel;;;;;;;;;;;;;x
DRAGON_CRUSADE;Dragon Host;;;;;;;;;;;;;x
String_MasterFirebender;Your opponent's reputation as a powerful Firebender may be no exaggeration. This may prove to be a difficult battle.;;;;;;;;;;;;x
String_MasterEarthbender;Your opponent's reputation as a mighty Earthbender may be no exaggeration. This may prove to be a difficult battle.;;;;;;;;;;;;x
String_MasterWaterbender;Your opponent's reputation as a talented Waterbender may be no exaggeration. This may prove to be a difficult battle.;;;;;;;;;;;;x
String_MasterAirbender;Your opponent's reputation as a masterful Airbender may be no exaggeration. This may prove to be a difficult battle.;;;;;;;;;;;;x
String_AdeptFirebender;It is known to you that your opponent's is well trained in the art of Firebending. This battle will definitely be a worthy one.;;;;;;;;;;;;x
String_AdeptEarthbender;It is known to you that your opponent's is a well trained Earthbender. This battle will definitely be a worthy one.;;;;;;;;;;;;x
String_AdeptWaterbender;It is known to you that your opponent's is familiar with the Waterbending arts. This battle will definitely be a worthy one.;;;;;;;;;;;;x
String_AdeptAirbender;It is known to you that your opponent's is a proficient Airbender. This battle will definitely be a worthy one.;;;;;;;;;;;;x
String_WeakFirebender;It is known to you that your opponent is a Firebender, though more so, an untrained one. If they plan to rely on a power they cannot control, then clearly this fight is in your favour.;;;;;;;;;;;;x
String_WeakEarthbender;It is known to you that your opponent is a Earthbender, though more so, an untrained one. If they plan to rely on a power they cannot wield, then clearly this fight is in your favour.;;;;;;;;;;;;x
String_WeakWaterbender;It is known to you that your opponent is a Waterbender, though more so, an untrained one. If they plan to rely on a power they cannot aim, then clearly this fight is in your favour.;;;;;;;;;;;;x
String_WeakAirbender;It is known to you that your opponent is a Airbender, though more so, an untrained one. If they plan to rely on a power they cannot direct, then clearly this fight is in your favour.;;;;;;;;;;;;x
String_MasterAvatar;Your opponent’s sheer power as the Avatar is not ever to be underestimated. Whether you can win this battle, let alone emerge alive, is in serious doubt.;;;;;;;;;;;;x
String_WeaponMaster;Though not able to bend the elements, your opponent's reputation as a masterful warrior is likely little exaggeration. This may prove to be a difficult battle.;;;;;;;;;;;;;x
String_StrongNonbender;Though not able to bend the elements, from a mere glance you can observe that your opponent has a powerful physique. That may make them quite the challenge.;;;;;;;;;;;;;x
String_Nonbender;Your opponent is never to be underestimated, but you know your opponent lacks both the ability to bend and any notable training. This fight shouldn't be too difficult.;;;;;;;;;;;;;x
ADUELdesc.2;It seems your troubles with [challenger.GetFullName] have finally come to the boiling point. [challenger.GetFirstNameWithNick] has issued a formal challenge, demanding you duel in the sacred tradition of Agni Kai. With such a challenge issued, there is no turning back. To refuse this duel now, would bring upon both you and your clan great dishonour.;;;;;;;;;;;;;x
ADUELoptA.2;I will gladly meet this challenge.;;;;;;;;;;;;;x
ADUELoptB.2;Even faced with disgrace, I will not fight…;;;;;;;;;;;;;x
ADUELoptC.2;Does the Dragon concern [Root.GetHerselfHimself] with the insects? All know [challenger.GetSheHe] is unworthy of my time.;;;;;;;;;;;;;x
ADUELdescA.3;It appears that [challenger.GetFullName] has grown tired of civilities and has the gall to challenge you in combat. The messenger bringing this demand gives notice of place, time and term of this duel. Any weapon or ability, including bending, is permitted.;;;;;;;;;;;;;x
ADUELdescB.3;It appears that [challenger.GetFullName] has grown tired of civilities and has the gall to challenge you in combat. The messenger bringing this demand gives notice of place, time and term of this duel. Any weapon or ability is permitted.;;;;;;;;;;;;;x
ADUELoptA.3;If [challenger.GetFullName] wants a fight, I will happily give it to [challenger.GetHerHim].;;;;;;;;;;;;;x
ADUELoptB.3;I will not engage in such violence.;;;;;;;;;;;;;x
ADUELoptC.3;Such violence is beneath me.;;;;;;;;;;;;;x
ADUELdesc.4;As you prepare to issue a formal challenge to [From.GetFullName], your advisors are quick to point out that since your opponent lacks the bending abilities you so obviously wield, they would face no dishonour refusing your challenge. [From.GetFullName] would perhaps accept more readily if the terms dictated a fair fight.;;;;;;;;;;;;;x
ADUELoptA.4;My abilities only prove my superiority. No terms.;;;;;;;;;;;;;x
ADUELoptB.4;Very well, I will make the shame more unbearable. Offer such terms.;;;;;;;;;;;;;x
ADUELoptC.4;Actually, I changed my mind. There shall be no challenge.;;;;;;;;;;;;;x
ADUELdesc.5;It appears that [From.GetFullName] has grown tired of civilities and has the gall to challenge you in combat. More disgracefully, your opponent does so knowing they have the undeniable advantage of [From.GetHerHis] bending abilities. Nobody would think it cowardly to refuse such an unfair fight.;;;;;;;;;;;;;x
ADUELoptA.5;If [From.GetSheHe] wants a fight, a fight I will give [From.GetHerHim].;;;;;;;;;;;;;x
ADUELoptB.5;I won't be baited by this dishonourable challenge.;;;;;;;;;;;;;x
ADUELdesc.6;It appears that [From.GetFullName] has grown tired of civilities and has the gall to challenge you in combat. The messenger bringing this demand gives notice of place, time and term of this duel. In the name of fairness, [From.GetFullName] will refrain from using [From.GetHerHis] bending abilities.;;;;;;;;;;;;;x
ADUELdesc.7;It seems [From.GetFullName] isn't afraid to meet your challenge, formally accepting to terms of the Agni Kai. All that remains now is to travel out and meet [From.GetHerHim] on the duelling ground.;;;;;;;;;;;;;x
ADUELoptA.7;I am ready for this battle.;;;;;;;;;;;;;x
ADUELdesc.8;It seems [From.GetFullName] has decided shame and disgrace and a worthy price for survival. With the confirmation of [From.GetHerHis] dishonour, you have triumphed over your opponent with little more than words.;;;;;;;;;;;;;x
ADUELoptA.8;Words are all it takes to defeat cowards.;;;;;;;;;;;;;x
ADUELdesc.9;In response to your challenge, [From.GetFullName] has apparently only mocked you, branding you unworthy of [From.GetHerHis] abilities. Usually, to refuse such a duel would constitute grave dishonour, but the only words you hear whispered out of sight is that you were lucky [From.GetFullName] didn't accept.;;;;;;;;;;;;;x
ADUELoptA.9;This is a grievous insult!;;;;;;;;;;;;;x
ADUELdesc.10;In response to your challenge, [From.GetFullName] has apparently only mocked you, branding you a coward for refusing to face [From.GetHerHim] without the use of your bending abilities. Hiding behind [From.GetHerHis] lack of such talents seems to have spared [From.GetFullName] from any dishonour.;;;;;;;;;;;;;x
ADUELoptA.10;There'll come a day where [From.GetSheHe] won't be able to hide behind excuses.;;;;;;;;;;;;;x
ADUELdescA.11;The time of the Agni Kai has finally arrived. Under sacred traditions, the first to burn their opponent emerges as the victor. [From.GetFullName] strides forward, ready to face you. Merely a glance at your opponent reveals [From.GetSheHe] is well built and a master of the Firebending arts. This might be a difficult battle.;;;;;;;;;;;;;x
ADUELdescB.11;The time of the Agni Kai has finally arrived. Under sacred traditions, the first to burn their opponent emerges as the victor. [From.GetFullName] strides forward, ready to face you. Merely a glance at your opponent reveals [From.GetSheHe] is of moderate build and a master of the Firebending arts. This might be a difficult battle.;;;;;;;;;;;;;x
ADUELdescC.11;The time of the Agni Kai has finally arrived. Under sacred traditions, the first to burn their opponent emerges as the victor. [From.GetFullName] strides forward, ready to face you. Merely a glance at your opponent reveals [From.GetSheHe] is of weak build and a master of the Firebending arts. [From.GetSheHeCap] may lack endurance, but [From.GetHerHis] Firebending skill is not to be underestimated.;;;;;;;;;;;;;x
ADUELdescD.11;The time of the Agni Kai has finally arrived. Under sacred traditions, the first to burn their opponent emerges as the victor. [From.GetFullName] strides forward, ready to face you. Merely a glance at your opponent reveals [From.GetSheHe] is well built and an adept Firebender. This might be a difficult battle.;;;;;;;;;;;;;x
ADUELdescE.11;The time of the Agni Kai has finally arrived. Under sacred traditions, the first to burn their opponent emerges as the victor. [From.GetFullName] strides forward, ready to face you. Merely a glance at your opponent reveals [From.GetSheHe] is of moderate build and an adept Firebender. This will be a worthy battle.;;;;;;;;;;;;;x
ADUELdescF.11;The time of the Agni Kai has finally arrived. Under sacred traditions, the first to burn their opponent emerges as the victor. [From.GetFullName] strides forward, ready to face you. Merely a glance at your opponent reveals [From.GetSheHe] is of weak build and adept Firebender. This battle should be a short one.;;;;;;;;;;;;;x
ADUELdescG.11;The time of the Agni Kai has finally arrived. Under sacred traditions, the first to burn their opponent emerges as the victor. [From.GetFullName] strides forward, ready to face you. Merely a glance at your opponent reveals [From.GetSheHe] is well built, but an unskilled Firebender. This battle will be a worthy one.;;;;;;;;;;;;;x
ADUELdescH.11;The time of the Agni Kai has finally arrived. Under sacred traditions, the first to burn their opponent emerges as the victor. [From.GetFullName] strides forward, ready to face you. Merely a glance at your opponent reveals [From.GetSheHe] is of moderate build but an unskilled Firebender. This battle should be a short one.;;;;;;;;;;;;;x
ADUELdescI.11;The time of the Agni Kai has finally arrived. Under sacred traditions, the first to burn their opponent emerges as the victor. [From.GetFullName] strides forward, ready to face you. Merely a glance at your opponent reveals [From.GetSheHe] is of weak build and an unskilled Firebender. This battle should be pitifully short.;;;;;;;;;;;;;x
ADUELdesc.12;It seems [From.GetFullName] isn't afraid to meet your challenge, accepting your terms. All that remains now is to travel out and meet [From.GetHerHim] on the arranged duelling ground.;;;;;;;;;;;;;x
ADUELoptA.12;I've been looking forward to this.;;;;;;;;;;;;;x
ADUELdesc.13;The time to duel has arrived. Under terms, you and [From.GetFullName] will battle until either combatant is defeated or yields. Until then, none can interfere. The duel soon commences, and [From.GetFullName] strides forth. [From.GetDuelistCapabilities];;;;;;;;;;;;;x
ADUELdesc.14;You and your opponent continue to stand firm, ready to fight. In this moment, you must decide your move.;;;;;;;;;;;;;x
ADUELoptA.14;I will attack!;;;;;;;;;;;;;x
ADUELoptB.14;I must stay on the defensive.;;;;;;;;;;;;;x
ADUELoptC.14;I must make use of my skills.;;;;;;;;;;;;;x
ADUELoptD.14;I have no choice but to yield!;;;;;;;;;;;;;x
ADUELoptE.14;Now is the time to end this!;;;;;;;;;;;;;x
ADUELdesc.15;With this window of opportunity, you can surprise your opponent with a devastating attack with the use of your abilities.;;;;;;;;;;;;;x
ADUELoptA.15;I was wrong. I must simply attack.;;;;;;;;;;;;;x
